Brands,Familys,Years,Link_Years,download_flag
Chevrolet,Monza,1992,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza&anoini=1992&anofim=1992,True
Chevrolet,Monza,1991,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza&anoini=1991&anofim=1991,True
Chevrolet,Monza,1990,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza&anoini=1990&anofim=1990,False
Chevrolet,Monza,1989,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza&anoini=1989&anofim=1989,False
Chevrolet,Monza,1988,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza&anoini=1988&anofim=1988,False
Chevrolet,Monza,1987,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza&anoini=1987&anofim=1987,True
Chevrolet,Monza,1986,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza&anoini=1986&anofim=1986,False
Chevrolet,Monza,1985,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza&anoini=1985&anofim=1985,True
Chevrolet,Monza,1984,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza&anoini=1984&anofim=1984,False
Chevrolet,Monza,1983,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza&anoini=1983&anofim=1983,False
BMW,Z8,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=Z8&anoini=2001&anofim=2001,True
BMW,235i,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=235i&anoini=2022&anofim=2022,False
BMW,235i,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=235i&anoini=2021&anofim=2021,True
BMW,235i,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=235i&anoini=2020&anofim=2020,False
Mercedes-Benz,E300 Coupe,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=E300%20Coupe&anoini=2018&anofim=2018,True
Mercedes-Benz,E300 Coupe,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=E300%20Coupe&anoini=2017&anofim=2017,True
Mini,Cooper Coupe,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mini&varnome=Cooper%20Coupe&anoini=2014&anofim=2014,False
Mini,Cooper Coupe,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mini&varnome=Cooper%20Coupe&anoini=2013&anofim=2013,False
Mini,Cooper Coupe,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mini&varnome=Cooper%20Coupe&anoini=2012&anofim=2012,False
Ford,F-100,1985,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=F-100&anoini=1985&anofim=1985,True
Ford,F-100,1984,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=F-100&anoini=1984&anofim=1984,True
Ford,F-100,1979,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=F-100&anoini=1979&anofim=1979,True
Ford,F-100,1977,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=F-100&anoini=1977&anofim=1977,False
Ford,F-100,1975,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=F-100&anoini=1975&anofim=1975,False
Ford,F-100,1972,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=F-100&anoini=1972&anofim=1972,False
Honda,Civic Coupe,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Honda&varnome=Civic%20Coupe&anoini=2020&anofim=2020,True
Honda,Civic Coupe,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Honda&varnome=Civic%20Coupe&anoini=2019&anofim=2019,True
Honda,Civic Coupe,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Honda&varnome=Civic%20Coupe&anoini=2018&anofim=2018,True
Honda,Civic Coupe,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Honda&varnome=Civic%20Coupe&anoini=2015&anofim=2015,False
Honda,Civic Coupe,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Honda&varnome=Civic%20Coupe&anoini=2014&anofim=2014,True
Honda,Civic Coupe,1998,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Honda&varnome=Civic%20Coupe&anoini=1998&anofim=1998,False
Honda,Civic Coupe,1997,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Honda&varnome=Civic%20Coupe&anoini=1997&anofim=1997,True
Honda,Civic Coupe,1996,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Honda&varnome=Civic%20Coupe&anoini=1996&anofim=1996,False
Honda,Civic Coupe,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Honda&varnome=Civic%20Coupe&anoini=1995&anofim=1995,False
Honda,Civic Coupe,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Honda&varnome=Civic%20Coupe&anoini=1994&anofim=1994,False
Renault,Megane Grand Tour,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=Megane%20Grand%20Tour&anoini=2013&anofim=2013,False
Renault,Megane Grand Tour,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=Megane%20Grand%20Tour&anoini=2012&anofim=2012,True
Renault,Megane Grand Tour,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=Megane%20Grand%20Tour&anoini=2011&anofim=2011,False
Renault,Megane Grand Tour,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=Megane%20Grand%20Tour&anoini=2010&anofim=2010,False
Renault,Megane Grand Tour,2009,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=Megane%20Grand%20Tour&anoini=2009&anofim=2009,True
Renault,Megane Grand Tour,2008,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=Megane%20Grand%20Tour&anoini=2008&anofim=2008,False
Renault,Megane Grand Tour,2007,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=Megane%20Grand%20Tour&anoini=2007&anofim=2007,False
Chevrolet,Grand Blazer,2000,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Grand%20Blazer&anoini=2000&anofim=2000,False
Chevrolet,Grand Blazer,1999,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Grand%20Blazer&anoini=1999&anofim=1999,True
Chevrolet,Marajó,1989,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Maraj%F3&anoini=1989&anofim=1989,False
Chevrolet,Marajó,1988,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Maraj%F3&anoini=1988&anofim=1988,True
Chevrolet,Marajó,1987,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Maraj%F3&anoini=1987&anofim=1987,False
Chevrolet,Marajó,1986,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Maraj%F3&anoini=1986&anofim=1986,True
Chevrolet,Marajó,1985,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Maraj%F3&anoini=1985&anofim=1985,False
Chevrolet,Marajó,1983,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Maraj%F3&anoini=1983&anofim=1983,False
Chevrolet,Marajó,1982,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Maraj%F3&anoini=1982&anofim=1982,True
Chevrolet,Marajó,1981,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Maraj%F3&anoini=1981&anofim=1981,True
Maserati,Coupe,2006,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Maserati&varnome=Coupe&anoini=2006&anofim=2006,True
Maserati,Coupe,2004,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Maserati&varnome=Coupe&anoini=2004&anofim=2004,False
Maserati,Coupe,2003,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Maserati&varnome=Coupe&anoini=2003&anofim=2003,True
Maserati,Coupe,2002,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Maserati&varnome=Coupe&anoini=2002&anofim=2002,True
Dodge,Durango,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Dodge&varnome=Durango&anoini=2015&anofim=2015,True
Dodge,Durango,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Dodge&varnome=Durango&anoini=2013&anofim=2013,False
Mitsubishi,L200,2024,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2024&anofim=2024,False
Mitsubishi,L200,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2023&anofim=2023,False
Mitsubishi,L200,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2022&anofim=2022,False
Mitsubishi,L200,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2021&anofim=2021,True
Mitsubishi,L200,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2020&anofim=2020,True
Mitsubishi,L200,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2019&anofim=2019,False
Mitsubishi,L200,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2018&anofim=2018,True
Mitsubishi,L200,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2017&anofim=2017,False
Mitsubishi,L200,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2016&anofim=2016,False
Mitsubishi,L200,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2015&anofim=2015,False
Mitsubishi,L200,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2014&anofim=2014,True
Mitsubishi,L200,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2013&anofim=2013,False
Mitsubishi,L200,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2012&anofim=2012,False
Mitsubishi,L200,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2011&anofim=2011,False
Mitsubishi,L200,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2010&anofim=2010,True
Mitsubishi,L200,2009,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2009&anofim=2009,True
Mitsubishi,L200,2008,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2008&anofim=2008,False
Mitsubishi,L200,2007,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2007&anofim=2007,False
Mitsubishi,L200,2006,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2006&anofim=2006,True
Mitsubishi,L200,2005,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2005&anofim=2005,False
Mitsubishi,L200,2004,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2004&anofim=2004,False
Mitsubishi,L200,2003,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2003&anofim=2003,False
Mitsubishi,L200,2002,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2002&anofim=2002,False
Mitsubishi,L200,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2001&anofim=2001,True
Mitsubishi,L200,2000,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=2000&anofim=2000,False
Mitsubishi,L200,1999,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=1999&anofim=1999,True
Mitsubishi,L200,1998,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=1998&anofim=1998,False
Mitsubishi,L200,1997,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=1997&anofim=1997,True
Mitsubishi,L200,1996,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=1996&anofim=1996,False
Mitsubishi,L200,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=1995&anofim=1995,False
Mitsubishi,L200,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L200&anoini=1994&anofim=1994,False
Mercedes-Benz,GLS,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=GLS&anoini=2023&anofim=2023,False
Mercedes-Benz,GLS,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=GLS&anoini=2022&anofim=2022,False
Mercedes-Benz,GLS,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=GLS&anoini=2021&anofim=2021,False
Mercedes-Benz,GLS,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=GLS&anoini=2019&anofim=2019,False
Mercedes-Benz,GLS,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=GLS&anoini=2018&anofim=2018,True
Mercedes-Benz,GLS,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=GLS&anoini=2017&anofim=2017,True
Mercedes-Benz,GLS,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=GLS&anoini=2016&anofim=2016,False
Hyundai,HB20X,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HB20X&anoini=2022&anofim=2022,False
Hyundai,HB20X,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HB20X&anoini=2021&anofim=2021,True
Hyundai,HB20X,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HB20X&anoini=2020&anofim=2020,False
Hyundai,HB20X,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HB20X&anoini=2019&anofim=2019,False
Hyundai,HB20X,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HB20X&anoini=2018&anofim=2018,False
Hyundai,HB20X,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HB20X&anoini=2017&anofim=2017,True
Hyundai,HB20X,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HB20X&anoini=2016&anofim=2016,False
Hyundai,HB20X,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HB20X&anoini=2015&anofim=2015,True
Hyundai,HB20X,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HB20X&anoini=2014&anofim=2014,True
Hyundai,HB20X,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HB20X&anoini=2013&anofim=2013,False
Peugeot,405 Break,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=405%20Break&anoini=1995&anofim=1995,False
Peugeot,405 Break,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=405%20Break&anoini=1994&anofim=1994,True
Peugeot,405 Break,1993,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=405%20Break&anoini=1993&anofim=1993,False
Mazda,RX-7,1993,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mazda&varnome=RX-7&anoini=1993&anofim=1993,False
BMW,645Ci,2005,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=645Ci&anoini=2005&anofim=2005,False
Lamborghini,Gallardo,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lamborghini&varnome=Gallardo&anoini=2014&anofim=2014,False
Lamborghini,Gallardo,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lamborghini&varnome=Gallardo&anoini=2013&anofim=2013,True
Lamborghini,Gallardo,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lamborghini&varnome=Gallardo&anoini=2012&anofim=2012,False
Lamborghini,Gallardo,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lamborghini&varnome=Gallardo&anoini=2011&anofim=2011,False
Lamborghini,Gallardo,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lamborghini&varnome=Gallardo&anoini=2010&anofim=2010,True
Lamborghini,Gallardo,2009,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lamborghini&varnome=Gallardo&anoini=2009&anofim=2009,True
Effa,V22,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Effa&varnome=V22&anoini=2023&anofim=2023,True
Effa,V22,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Effa&varnome=V22&anoini=2022&anofim=2022,False
Effa,V22,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Effa&varnome=V22&anoini=2021&anofim=2021,True
Effa,V22,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Effa&varnome=V22&anoini=2020&anofim=2020,False
Effa,V22,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Effa&varnome=V22&anoini=2019&anofim=2019,False
Effa,V22,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Effa&varnome=V22&anoini=2018&anofim=2018,False
Effa,V22,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Effa&varnome=V22&anoini=2017&anofim=2017,True
Effa,V22,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Effa&varnome=V22&anoini=2016&anofim=2016,False
Chevrolet,Tracker,2024,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2024&anofim=2024,False
Chevrolet,Tracker,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2023&anofim=2023,True
Chevrolet,Tracker,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2022&anofim=2022,False
Chevrolet,Tracker,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2021&anofim=2021,True
Chevrolet,Tracker,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2020&anofim=2020,True
Chevrolet,Tracker,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2019&anofim=2019,True
Chevrolet,Tracker,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2018&anofim=2018,True
Chevrolet,Tracker,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2017&anofim=2017,False
Chevrolet,Tracker,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2016&anofim=2016,False
Chevrolet,Tracker,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2015&anofim=2015,False
Chevrolet,Tracker,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2014&anofim=2014,True
Chevrolet,Tracker,2009,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2009&anofim=2009,False
Chevrolet,Tracker,2008,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2008&anofim=2008,False
Chevrolet,Tracker,2007,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2007&anofim=2007,False
Chevrolet,Tracker,2004,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2004&anofim=2004,False
Chevrolet,Tracker,2003,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2003&anofim=2003,True
Chevrolet,Tracker,2002,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2002&anofim=2002,True
Chevrolet,Tracker,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Tracker&anoini=2001&anofim=2001,True
Citroen,C5,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Citroen&varnome=C5&anoini=2012&anofim=2012,True
Citroen,C5,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Citroen&varnome=C5&anoini=2011&anofim=2011,False
Citroen,C5,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Citroen&varnome=C5&anoini=2010&anofim=2010,False
Citroen,C5,2009,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Citroen&varnome=C5&anoini=2009&anofim=2009,False
Citroen,C5,2007,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Citroen&varnome=C5&anoini=2007&anofim=2007,True
Citroen,C5,2006,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Citroen&varnome=C5&anoini=2006&anofim=2006,True
Citroen,C5,2005,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Citroen&varnome=C5&anoini=2005&anofim=2005,True
Citroen,C5,2004,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Citroen&varnome=C5&anoini=2004&anofim=2004,True
Citroen,C5,2003,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Citroen&varnome=C5&anoini=2003&anofim=2003,False
Citroen,C5,2002,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Citroen&varnome=C5&anoini=2002&anofim=2002,False
Citroen,C5,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Citroen&varnome=C5&anoini=2001&anofim=2001,True
Chevrolet,Bolt,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Bolt&anoini=2022&anofim=2022,False
Chevrolet,Bolt,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Bolt&anoini=2020&anofim=2020,True
BMW,Z4,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=Z4&anoini=2022&anofim=2022,False
BMW,Z4,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=Z4&anoini=2021&anofim=2021,True
BMW,Z4,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=Z4&anoini=2020&anofim=2020,False
BMW,Z4,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=Z4&anoini=2019&anofim=2019,True
BMW,Z4,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=Z4&anoini=2016&anofim=2016,True
